-BEGIN HEADER-,,,,,,,,,,,
23.25,82.75,2021,1,4,11.09,12.53,27.86,64.26,0,95.02,4.57
23.25,83.25,2021,1,4,11.81,12.46,26.48,67.16,0,94.57,4.16
23.25,83.75,2021,1,4,11.71,12.54,24.89,66.91,0,93.69,4.03
23.25,84.25,2021,1,4,10.85,12.5,25.4,62.26,0,93.91,3.96
23.25,84.75,2021,1,4,10.34,12.63,26.35,59.59,0,94.48,3.71
23.25,85.25,2021,1,4,10.43,12.9,27.24,59.43,0,95.64,3.54
23.25,85.75,2021,1,4,11.05,13.11,27.56,61.67,0,97.22,3.49
23.25,86.25,2021,1,4,11.8,12.96,26.89,65.59,0,98.6,3.49
23.25,86.75,2021,1,4,12.05,12.53,25.95,67.02,0,99.63,3.28
23.25,87.25,2021,1,4,11.92,12.16,25.52,65.89,0,100.46,2.99
23.25,87.75,2021,1,4,11.81,11.96,25.56,65.17,0,101,2.89
23.25,88.25,2021,1,4,12.05,11.91,25.9,66.81,0,101.27,3.1
23.75,82.25,2021,1,4,10.68,13.63,28.26,59.89,0,95.63,5.33
23.75,82.75,2021,1,4,11.38,13.92,27.98,62.4,0,95.82,5
23.75,83.25,2021,1,4,12.12,13.96,27.09,65.58,0,96.08,4.54
23.75,83.75,2021,1,4,12.15,13.35,25.61,67.25,0,95.56,4.33
23.75,84.25,2021,1,4,11.2,13.39,26.2,61.9,0,95.63,4.07
23.75,84.75,2021,1,4,10.78,13.2,26.4,60.71,0,95.55,4.12
23.75,85.25,2021,1,4,10.92,13,26.42,61.88,0,95.99,4.06
23.75,85.75,2021,1,4,11.39,12.91,26.31,63.82,0,97.07,3.74
23.75,86.25,2021,1,4,11.74,12.95,25.94,65.22,0,98.34,3.33
23.75,86.75,2021,1,4,11.67,13.04,25.61,64.29,0,99.35,2.95
23.75,87.25,2021,1,4,11.49,12.86,25.48,63.37,0,100.18,2.36
23.75,87.75,2021,1,4,11.69,12.52,25.47,64.77,0,100.81,2.26
23.75,88.25,2021,1,4,12.39,12.12,25.5,68.99,0,101.22,2.75
24.25,82.25,2021,1,4,11.45,14.39,28.39,59.86,0,97.19,5.05
24.25,82.75,2021,1,4,11.81,14.8,28.08,60.4,0,97.45,4.8
24.25,83.25,2021,1,4,12.18,14.53,27.51,61.91,0,97.75,4.48
24.25,83.75,2021,1,4,12.01,13.88,27.2,61.81,0,97.87,4.56
24.25,84.25,2021,1,4,11.27,13.78,28.19,57.99,0,98.08,4.58
24.25,84.75,2021,1,4,11.18,13.28,27.73,59.71,0,97.72,4.93
24.25,85.25,2021,1,4,11.38,12.77,26.77,62.94,0,97.49,4.96
24.25,85.75,2021,1,4,11.53,12.47,25.97,64.83,0,97.71,4.45
24.25,86.25,2021,1,4,11.33,12.48,25.66,63.78,0,98.34,3.65
24.25,86.75,2021,1,4,11.13,12.82,25.55,62.36,0,99.16,3.01
24.25,87.25,2021,1,4,11.06,12.84,25.46,62.13,0,99.85,2.19
24.25,87.75,2021,1,4,11.65,12.67,25.19,65.23,0,100.57,1.94
24.25,88.25,2021,1,4,12.78,12.33,24.85,71.18,0,101.18,2.44
24.75,82.25,2021,1,4,11.48,14.33,28.88,57.46,0,98.63,4.9
24.75,82.75,2021,1,4,11.54,14.58,28.75,56.97,0,98.73,4.86
24.75,83.25,2021,1,4,11.54,14.47,28.6,56.69,0,98.81,4.86
24.75,83.75,2021,1,4,11.1,14.5,28.9,54.44,0,98.97,5.07
24.75,84.25,2021,1,4,10.94,14.41,29.34,54.31,0,99.42,5.05
24.75,84.75,2021,1,4,11.27,13.95,28.44,57.96,0,99.46,5.25
24.75,85.25,2021,1,4,11.54,13.39,27.29,61.49,0,99.31,5.2
24.75,85.75,2021,1,4,11.45,12.9,26.5,62.76,0,99.18,4.77
24.75,86.25,2021,1,4,10.91,12.55,26.19,61.31,0,99.2,4.17
24.75,86.75,2021,1,4,10.98,12.38,25.67,62.89,0,99.69,3.54
24.75,87.25,2021,1,4,11.05,12.52,25.23,63.39,0,100.01,2.54
24.75,87.75,2021,1,4,11.76,12.71,24.77,66.29,0,100.54,2.04
24.75,88.25,2021,1,4,12.97,12.68,24.46,71.88,0,101.16,2.35
25.25,82.25,2021,1,4,11.18,14.58,30.21,53.09,0,99.87,5.41
25.25,82.75,2021,1,4,11.14,14.74,30.23,52.72,0,99.9,5.58
25.25,83.25,2021,1,4,11.07,14.66,30,52.88,0,99.89,5.64
25.25,83.75,2021,1,4,10.79,14.78,29.84,51.78,0,100,5.77
25.25,84.25,2021,1,4,10.89,14.64,29.19,53.88,0,100.31,5.35
25.25,84.75,2021,1,4,11.21,14.35,28.02,57.56,0,100.48,5.09
25.25,85.25,2021,1,4,11.37,13.94,27.08,60.23,0,100.53,4.76
25.25,85.75,2021,1,4,11.23,13.45,26.62,61.09,0,100.49,4.4
25.25,86.25,2021,1,4,10.88,12.96,26.49,61.09,0,100.37,4.28
25.25,86.75,2021,1,4,11.43,12.36,25.28,66.07,0,100.59,3.81
25.25,87.25,2021,1,4,11.51,12.53,24.71,66.3,0,100.62,2.84
25.25,87.75,2021,1,4,11.95,12.79,24.5,67.53,0,100.81,2.23
25.25,88.25,2021,1,4,12.88,12.8,24.56,71.56,0,101.11,2.39
25.75,82.25,2021,1,4,12.18,14.99,30.4,56.28,0,100.33,6.34
25.75,82.75,2021,1,4,12.03,15.27,30.46,54.83,0,100.41,6.25
25.75,83.25,2021,1,4,11.7,15.11,30.14,53.84,0,100.49,5.91
25.75,83.75,2021,1,4,11.32,14.69,29.5,53.72,0,100.57,5.54
25.75,84.25,2021,1,4,10.96,14.31,28.67,54.67,0,100.62,5.21
25.75,84.75,2021,1,4,10.98,14.06,27.68,57.4,0,100.7,4.8
25.75,85.25,2021,1,4,11.03,13.74,26.94,59.86,0,100.78,4.41
25.75,85.75,2021,1,4,11.03,13.29,26.5,61.78,0,100.84,4.14
25.75,86.25,2021,1,4,11.19,12.78,25.94,64.66,0,100.83,4.11
25.75,86.75,2021,1,4,11.74,12.34,24.68,68.98,0,100.91,3.45
25.75,87.25,2021,1,4,11.71,12.54,24.52,68.06,0,100.91,2.86
25.75,87.75,2021,1,4,11.81,12.87,24.75,67.41,0,100.93,2.61
25.75,88.25,2021,1,4,12.37,13.05,24.98,69.49,0,100.98,2.67
26.25,82.25,2021,1,4,12.64,15.63,29.93,57.79,0.01,100.28,7.13
26.25,82.75,2021,1,4,12.33,15.96,30,55.48,0.01,100.37,6.71
26.25,83.25,2021,1,4,11.96,15.61,29.67,54.72,0,100.45,5.78
26.25,83.75,2021,1,4,11.52,14.56,29.03,55.38,0,100.53,4.95
26.25,84.25,2021,1,4,10.98,13.83,28.06,56.62,0,100.61,5.11
26.25,84.75,2021,1,4,10.86,13.52,27.24,58.7,0,100.67,4.84
26.25,85.25,2021,1,4,10.86,13.38,26.69,60.45,0,100.69,4.47
26.25,85.75,2021,1,4,10.89,13.26,26.23,61.95,0,100.63,4.12
26.25,86.25,2021,1,4,11.06,13.1,25.4,64.5,0,100.4,3.7
26.25,86.75,2021,1,4,11.33,12.93,24.4,67.1,0,100.05,3.14
26.25,87.25,2021,1,4,10.98,13.14,24.68,64.73,0,99.68,3.08
26.25,87.75,2021,1,4,10.83,13.49,25.11,63.16,0,99.54,3.27
26.25,88.25,2021,1,4,11.25,13.77,25.2,64.47,0,99.76,3.32
22.75,82.25,2021,1,5,11.57,12.74,26.86,63.08,0.03,95.98,4.04
22.75,82.75,2021,1,5,12.59,12.51,26.53,67.36,0.02,96.01,4.1
22.75,83.25,2021,1,5,12.88,12.59,25.83,69.86,0,95.23,3.8
22.75,83.75,2021,1,5,12.49,13.09,25.3,69.31,0,94.76,3.84
22.75,84.25,2021,1,5,11.94,13.48,26.24,65.41,0,95.31,4.16
22.75,84.75,2021,1,5,11.47,13.34,27.59,62.96,0,95.79,4.3
22.75,85.25,2021,1,5,11.46,12.89,28.59,62.89,0,96.54,4.43
22.75,85.75,2021,1,5,12,12.43,28.79,65.01,0,97.57,4.51
22.75,86.25,2021,1,5,12.92,12.38,28.08,67.91,0,98.67,4.31
22.75,86.75,2021,1,5,13.92,12.16,26.98,72.28,0,99.86,4.78
22.75,87.25,2021,1,5,14.19,12.01,26.37,72.72,0,100.69,4.5
22.75,87.75,2021,1,5,14.05,12.19,26.34,71.58,0.08,101.16,3.94
22.75,88.25,2021,1,5,13.89,12.57,26.77,71.08,0.48,101.34,3.55
23.25,82.25,2021,1,5,10.7,12.33,26.5,61.85,0.04,95.09,4.46
23.25,82.75,2021,1,5,11.88,12.31,26.17,66.56,0.03,95.08,4.11
23.25,83.25,2021,1,5,12.76,12.6,25.31,71.66,0,94.63,3.72
23.25,83.75,2021,1,5,12.55,12.87,23.91,72.94,0,93.75,3.88
23.25,84.25,2021,1,5,11.61,12.97,24.77,67.46,0,93.96,4.18
23.25,84.75,2021,1,5,11.24,12.65,25.94,65.23,0,94.52,4.37
23.25,85.25,2021,1,5,11.55,12.33,27.08,65.47,0,95.68,4.56
23.25,85.75,2021,1,5,12.38,12.17,27.76,67.49,0,97.26,4.7
23.25,86.25,2021,1,5,13.33,12.06,27.46,70.72,0,98.63,4.66
23.25,86.75,2021,1,5,13.88,11.99,26.93,72.62,0,99.64,4.74
23.25,87.25,2021,1,5,13.94,11.95,26.56,71.65,0,100.46,4.44
23.25,87.75,2021,1,5,13.77,12.15,26.44,70.22,0.14,101.01,3.87
23.25,88.25,2021,1,5,13.71,12.49,26.52,70.51,0.73,101.27,3.37
23.75,82.25,2021,1,5,10.97,12.67,27.07,62.14,0.02,95.69,5.43
23.75,82.75,2021,1,5,12.17,12.63,26.37,67.26,0.01,95.88,5.29
23.75,83.25,2021,1,5,13.3,12.72,25.66,72.94,0,96.14,5.1
23.75,83.75,2021,1,5,13.41,12.35,24.52,75.56,0,95.62,5.2
23.75,84.25,2021,1,5,12.31,12.62,25.39,68.71,0,95.68,5.16
23.75,84.75,2021,1,5,11.9,12.52,25.74,67.09,0,95.6,5.12
23.75,85.25,2021,1,5,12.19,12.33,25.99,68.69,0,96.04,5.15
23.75,85.75,2021,1,5,12.93,12.18,26.32,71.42,0,97.11,5.18
23.75,86.25,2021,1,5,13.53,12.07,26.68,73.09,0,98.36,5.01
23.75,86.75,2021,1,5,13.74,12.09,26.78,72.57,0,99.36,4.76
23.75,87.25,2021,1,5,13.58,12.1,26.73,70.11,0,100.18,4.33
23.75,87.75,2021,1,5,13.46,12.29,26.52,68.95,0.11,100.81,3.76
23.75,88.25,2021,1,5,13.66,12.55,26.2,70.86,0.57,101.22,3.31
24.25,82.25,2021,1,5,11.88,14.02,28.15,62.23,0.01,97.23,5.59
24.25,82.75,2021,1,5,12.74,13.55,27.32,66.86,0,97.5,5.55
24.25,83.25,2021,1,5,13.64,13.15,26.51,71.69,0,97.81,5.55
24.25,83.75,2021,1,5,13.73,12.66,26.48,72.22,0,97.92,5.91
24.25,84.25,2021,1,5,12.93,12.99,27.42,66.54,0,98.13,5.94
24.25,84.75,2021,1,5,12.72,12.89,27.06,66.78,0,97.77,6.14
24.25,85.25,2021,1,5,12.94,12.62,26.3,69.88,0,97.53,6.16
24.25,85.75,2021,1,5,13.3,12.33,25.85,72.96,0,97.75,5.92
24.25,86.25,2021,1,5,13.39,12.15,26.24,73.31,0,98.37,5.61
24.25,86.75,2021,1,5,13.37,12.12,26.55,71.89,0,99.17,5.02
24.25,87.25,2021,1,5,13.06,12.18,26.63,68.72,0,99.85,4.28
24.25,87.75,2021,1,5,13.15,12.43,26.2,68.47,0.04,100.57,3.56
24.25,88.25,2021,1,5,13.76,12.68,25.48,72.26,0.21,101.18,3.14
24.75,82.25,2021,1,5,12.39,15.48,28.92,60.88,0,98.66,5.08
24.75,82.75,2021,1,5,12.86,14.83,28.47,64.7,0,98.77,5.23
24.75,83.25,2021,1,5,13.16,14.17,28.13,66.91,0,98.86,5.45
24.75,83.75,2021,1,5,12.9,13.8,28.38,64.81,0,99.02,5.9
24.75,84.25,2021,1,5,12.9,13.82,28.59,63.54,0,99.47,6.07
24.75,84.75,2021,1,5,13.19,13.55,27.91,66.07,0,99.5,6.29
24.75,85.25,2021,1,5,13.45,13.21,26.97,69.53,0,99.35,6.34
24.75,85.75,2021,1,5,13.47,12.91,26.35,71.68,0,99.21,6.14
24.75,86.25,2021,1,5,13.17,12.69,26.53,70.88,0,99.23,5.79
24.75,86.75,2021,1,5,13.11,12.43,26.44,70.38,0,99.7,5.06
24.75,87.25,2021,1,5,12.77,12.46,26.23,67.74,0,100.01,4.01
24.75,87.75,2021,1,5,13,12.75,25.61,68.28,0.01,100.54,3.07
24.75,88.25,2021,1,5,13.83,13.01,24.89,72.74,0.03,101.16,2.61
25.25,82.25,2021,1,5,10.92,16.95,30.43,51.32,0.02,99.9,5.32
25.25,82.75,2021,1,5,11.35,16.55,30.52,54.35,0.02,99.94,6.14
25.25,83.25,2021,1,5,11.83,15.94,30.19,57.35,0,99.93,6.3
25.25,83.75,2021,1,5,12.11,15.32,29.62,58.25,0,100.04,6.09
25.25,84.25,2021,1,5,12.68,14.76,28.7,61.68,0,100.35,6.22
25.25,84.75,2021,1,5,13.17,14.21,27.82,65.49,0,100.51,6.18
25.25,85.25,2021,1,5,13.42,13.75,27.11,68.39,0,100.56,5.94
25.25,85.75,2021,1,5,13.35,13.45,26.75,69.5,0,100.51,5.5
25.25,86.25,2021,1,5,13.03,13.32,26.98,68.38,0,100.39,4.87
25.25,86.75,2021,1,5,13.2,12.95,26.21,70.05,0,100.59,4.18
25.25,87.25,2021,1,5,12.99,13.01,25.65,68.61,0,100.61,3.22
25.25,87.75,2021,1,5,13.17,13.23,25.15,69.14,0,100.8,2.56
25.25,88.25,2021,1,5,13.82,13.38,24.85,72.59,0,101.11,2.39
25.75,82.25,2021,1,5,9.65,17.61,30.96,46,0.07,100.37,5.8
25.75,82.75,2021,1,5,10.03,17.55,31.42,47.45,0.06,100.45,6.63
25.75,83.25,2021,1,5,10.7,17.44,31.25,50.19,0.01,100.53,6.95
25.75,83.75,2021,1,5,11.61,16.76,30.37,54.72,0,100.6,6.4
25.75,84.25,2021,1,5,12.31,15.49,29,60.22,0,100.66,6.35
25.75,84.75,2021,1,5,12.77,14.7,27.85,64.14,0,100.72,6.08
25.75,85.25,2021,1,5,12.9,14.28,27.11,66.13,0,100.79,5.58
25.75,85.75,2021,1,5,12.84,14.08,26.8,66.83,0,100.84,4.9
25.75,86.25,2021,1,5,12.89,13.91,26.81,67.91,0,100.83,4.09
25.75,86.75,2021,1,5,13.28,13.38,25.76,71.28,0.01,100.89,3.51
25.75,87.25,2021,1,5,13.28,13.39,25.46,70.92,0.01,100.9,3.21
25.75,87.75,2021,1,5,13.33,13.68,25.37,70.54,0,100.92,3.22
25.75,88.25,2021,1,5,13.62,13.95,25.34,71.78,0,100.97,3.34
26.25,82.25,2021,1,5,9.66,17.05,30.19,47.89,0.15,100.33,6.56
26.25,82.75,2021,1,5,9.94,17.41,30.73,47.98,0.13,100.42,6.58
26.25,83.25,2021,1,5,10.52,17.64,30.85,49.52,0.04,100.5,6.51
26.25,83.75,2021,1,5,11.31,17.3,30.53,53.22,0,100.56,6.06
26.25,84.25,2021,1,5,11.99,15.99,29.5,58.42,0,100.63,6.09
26.25,84.75,2021,1,5,12.37,15.25,28.31,62.01,0,100.68,5.66
26.25,85.25,2021,1,5,12.47,14.88,27.34,63.96,0,100.7,5.28
26.25,85.75,2021,1,5,12.43,14.7,26.74,64.89,0,100.63,5.03
26.25,86.25,2021,1,5,12.51,14.58,26.4,66.06,0,100.38,4.54
26.25,86.75,2021,1,5,12.81,14.14,25.28,69.24,0,100.03,4.11
26.25,87.25,2021,1,5,12.7,13.93,25.45,68.7,0.01,99.66,4.08
26.25,87.75,2021,1,5,12.55,14.34,25.74,67.2,0.01,99.52,4.25
26.25,88.25,2021,1,5,12.68,14.93,25.71,67.09,0,99.75,4.31
22.75,82.25,2021,1,6,12.21,16.96,27.29,56.61,0.02,95.86,2.74
22.75,82.75,2021,1,6,13.15,16.58,26.78,62.07,0.01,95.89,3.17
22.75,83.25,2021,1,6,13.45,15.54,25.8,66.92,0,95.12,3.73
22.75,83.75,2021,1,6,13.15,14.78,25.47,67.72,0,94.65,4.05
22.75,84.25,2021,1,6,12.91,15.04,26.32,65.59,0,95.19,3.8
22.75,84.75,2021,1,6,12.05,15.29,27.88,60.54,0,95.67,3.48
22.75,85.25,2021,1,6,11.54,15.04,29.19,57.98,0,96.4,3.54
22.75,85.75,2021,1,6,11.91,14.32,29.62,60.22,0,97.43,4.07
22.75,86.25,2021,1,6,13.26,13.69,28.88,66.47,0,98.52,4.74
22.75,86.75,2021,1,6,14.53,14.07,27.77,70.79,0,99.7,5.74
22.75,87.25,2021,1,6,15.17,14.15,27.35,73.17,0,100.52,5.49
22.75,87.75,2021,1,6,15.28,14.05,27.58,73.31,0,100.99,4.59
22.75,88.25,2021,1,6,15.05,13.9,28.21,71.66,0,101.17,3.66
23.25,82.25,2021,1,6,11.24,16.13,27.29,54.88,0.04,94.96,3.11
23.25,82.75,2021,1,6,12.11,16.3,27.24,58.54,0.03,94.95,3.23
23.25,83.25,2021,1,6,12.7,16.1,26.3,62.51,0.01,94.5,3.26
23.25,83.75,2021,1,6,12.6,15.7,24.97,64.44,0,93.62,3.14
23.25,84.25,2021,1,6,12.08,15.61,25.63,61.89,0,93.84,2.92
23.25,84.75,2021,1,6,11.44,15.32,26.64,59.28,0,94.39,2.88
23.25,85.25,2021,1,6,11.4,14.72,27.57,59.34,0,95.54,3.61
23.25,85.75,2021,1,6,12.2,13.93,28.05,62.91,0,97.11,4.76
23.25,86.25,2021,1,6,13.63,13.28,27.72,68.94,0,98.48,5.04
23.25,86.75,2021,1,6,14.53,13.37,27.44,71.59,0,99.48,5.4
23.25,87.25,2021,1,6,14.98,13.57,27.43,72.94,0,100.3,4.97
23.25,87.75,2021,1,6,15,13.81,27.8,72.43,0,100.83,4.13
23.25,88.25,2021,1,6,14.8,13.97,28.3,70.87,0,101.09,3.27
23.75,82.25,2021,1,6,10.87,15.08,28.1,54.86,0.05,95.56,3.98
23.75,82.75,2021,1,6,11.85,15.55,27.96,57.51,0.04,95.74,3.93
23.75,83.25,2021,1,6,12.79,15.87,27.26,60.52,0.01,96,4.04
23.75,83.75,2021,1,6,13.26,15.84,25.86,64.59,0,95.48,3.94
23.75,84.25,2021,1,6,12.68,16.09,26.53,61.97,0,95.54,3.42
23.75,84.75,2021,1,6,12.22,15.55,26.63,61.82,0.01,95.46,3.48
23.75,85.25,2021,1,6,12.35,14.67,26.48,64.33,0.01,95.9,4.17
23.75,85.75,2021,1,6,13.1,13.8,26.37,68.65,0,96.96,5.09
23.75,86.25,2021,1,6,14.07,13.12,26.61,72.88,0,98.22,5.41
23.75,86.75,2021,1,6,14.71,13.03,27.07,74.03,0,99.21,5.44
23.75,87.25,2021,1,6,14.92,13.08,27.5,73.77,0,100.01,4.8
23.75,87.75,2021,1,6,14.88,13.43,27.9,72.42,0,100.64,4.05
23.75,88.25,2021,1,6,14.81,13.9,28.09,71.24,0,101.04,3.32
24.25,82.25,2021,1,6,10.75,14.89,29.06,54.09,0.03,97.1,4.64
24.25,82.75,2021,1,6,11.88,15.58,28.74,56.92,0.02,97.36,4.55
24.25,83.25,2021,1,6,13.21,15.93,27.96,61.42,0,97.66,4.64
24.25,83.75,2021,1,6,13.93,15.87,27.38,64.84,0,97.77,4.52
24.25,84.25,2021,1,6,13.47,16.62,28.28,62.24,0.01,97.98,4.6
24.25,84.75,2021,1,6,13.27,16.3,27.83,63.34,0.02,97.62,4.94
24.25,85.25,2021,1,6,13.45,15.31,26.83,67.12,0.02,97.38,5.32
24.25,85.75,2021,1,6,13.89,14.12,26.08,71.81,0.01,97.59,5.63
24.25,86.25,2021,1,6,14.24,13.26,26.39,74.78,0,98.21,5.82
24.25,86.75,2021,1,6,14.64,13.06,27.1,75.23,0.01,99.01,5.65
24.25,87.25,2021,1,6,14.72,12.95,27.53,74.09,0.01,99.68,5.11
24.25,87.75,2021,1,6,14.83,13.23,27.49,73.24,0.01,100.39,4.36
24.25,88.25,2021,1,6,15.08,13.8,27.06,73.55,0.01,101,3.45
24.75,82.25,2021,1,6,10.93,15.11,29.75,54.51,0.01,98.54,4.54
24.75,82.75,2021,1,6,11.88,15.47,29.5,57.66,0,98.64,4.77
24.75,83.25,2021,1,6,12.99,15.81,29.17,61.38,0,98.72,5.07
24.75,83.75,2021,1,6,13.29,16.08,29.22,61.41,0,98.87,4.97
24.75,84.25,2021,1,6,13.25,16.9,29.74,59.51,0.01,99.31,5.51
24.75,84.75,2021,1,6,13.59,16.95,29.17,61.69,0.02,99.33,5.99
24.75,85.25,2021,1,6,14.02,16.35,28.18,65.77,0.02,99.18,6.24
24.75,85.75,2021,1,6,14.3,15.42,27.42,69.66,0.01,99.03,6.27
24.75,86.25,2021,1,6,14.24,14.69,27.54,71.44,0.01,99.05,6.32
24.75,86.75,2021,1,6,14.61,13.93,27.58,74.14,0.03,99.52,6.19
24.75,87.25,2021,1,6,14.64,13.51,27.33,74.25,0.03,99.83,5.77
24.75,87.75,2021,1,6,14.84,13.59,26.69,74.55,0.02,100.35,4.85
24.75,88.25,2021,1,6,15.23,14.07,25.99,75.64,0.02,100.96,3.67
25.25,82.25,2021,1,6,9.67,15.97,30.61,48.56,0,99.79,5.44
25.25,82.75,2021,1,6,10.48,15.76,30.81,51.77,0,99.81,5.82
25.25,83.25,2021,1,6,11.64,15.83,30.84,56.08,0,99.79,6.13
25.25,83.75,2021,1,6,12.24,16.14,30.79,57.25,0,99.89,6.18
25.25,84.25,2021,1,6,12.68,16.5,30.58,57.9,0,100.18,6.42
25.25,84.75,2021,1,6,13.3,16.62,30,60.63,0.01,100.33,6.5
25.25,85.25,2021,1,6,13.84,16.54,29.35,63.83,0.01,100.37,6.45
25.25,85.75,2021,1,6,14.13,16.3,28.91,66.45,0.01,100.31,6.38
25.25,86.25,2021,1,6,14.15,15.88,28.83,68,0.01,100.19,6.5
25.25,86.75,2021,1,6,14.75,14.85,27.64,74.12,0.04,100.39,6.61
25.25,87.25,2021,1,6,14.81,14.38,26.68,75.69,0.04,100.41,6.09
25.25,87.75,2021,1,6,14.9,14.27,25.94,76.27,0.03,100.6,5.11
25.25,88.25,2021,1,6,15.14,14.48,25.56,76.91,0.03,100.91,4.12
25.75,82.25,2021,1,6,8.67,16.01,30.23,45.4,0,100.25,7.07
25.75,82.75,2021,1,6,9.15,15.64,30.78,46.85,0,100.33,7.36
25.75,83.25,2021,1,6,10.07,15.5,31.15,50.04,0,100.39,7.45
25.75,83.75,2021,1,6,11.07,15.62,30.99,53.56,0,100.45,7.43
25.75,84.25,2021,1,6,11.77,15.66,30.63,56.49,0,100.48,7.43
25.75,84.75,2021,1,6,12.43,15.71,30.2,59.66,0,100.53,7.22
25.75,85.25,2021,1,6,12.93,15.75,29.83,62.41,0,100.59,6.94
25.75,85.75,2021,1,6,13.32,15.68,29.5,64.94,0,100.63,6.66
25.75,86.25,2021,1,6,13.76,15.32,29,68.31,0.01,100.61,6.41
25.75,86.75,2021,1,6,14.49,14.83,27.2,74.44,0.02,100.68,5.94
25.75,87.25,2021,1,6,14.66,14.65,26.17,75.93,0.03,100.68,5.41
25.75,87.75,2021,1,6,14.74,14.55,25.73,76.57,0.03,100.71,5.01
25.75,88.25,2021,1,6,14.91,14.53,25.69,77.56,0.01,100.77,4.84
26.25,82.25,2021,1,6,9.23,15.5,29.94,48.53,0,100.19,7.81
26.25,82.75,2021,1,6,9.25,15.06,30.26,48.33,0,100.27,8.18
26.25,83.25,2021,1,6,9.59,14.77,30.52,49.34,0,100.34,8.4
26.25,83.75,2021,1,6,10.23,14.89,30.55,51.59,0,100.4,8.46
26.25,84.25,2021,1,6,10.99,14.99,30.35,54.89,0,100.44,8.37
26.25,84.75,2021,1,6,11.67,14.92,30.13,58.32,0,100.48,7.89
26.25,85.25,2021,1,6,12.21,14.91,29.82,61.44,0,100.49,7.41
26.25,85.75,2021,1,6,12.64,15.03,29.28,64.12,0,100.41,6.96
26.25,86.25,2021,1,6,13.05,15.25,28.35,66.59,0,100.16,6.15
26.25,86.75,2021,1,6,13.63,14.76,26.58,71.37,0,99.81,5.2
26.25,87.25,2021,1,6,13.67,14.64,25.93,71.46,0.01,99.45,4.83
26.25,87.75,2021,1,6,13.66,14.8,25.83,71.19,0.01,99.32,4.98
26.25,88.25,2021,1,6,13.9,14.99,25.91,72.67,0,99.55,5.27
22.75,82.25,2021,1,7,10.92,15.34,28.55,54.65,0,95.72,5.68
22.75,82.75,2021,1,7,12.11,14.96,27.81,60.62,0,95.75,5.91
22.75,83.25,2021,1,7,13.26,14.24,26.48,68.19,0,94.99,6.31
22.75,83.75,2021,1,7,13.89,14.21,25.87,72.19,0,94.52,6.77
22.75,84.25,2021,1,7,14,14.93,26.73,69.39,0,95.05,7.08
22.75,84.75,2021,1,7,13.49,15.63,28.04,64.21,0,95.53,6.64
22.75,85.25,2021,1,7,13.03,16.08,29.22,60.39,0,96.27,5.99
22.75,85.75,2021,1,7,13.09,16.23,29.86,59.96,0,97.3,5.47
22.75,86.25,2021,1,7,13.86,16.19,29.78,63.19,0,98.38,5.14
22.75,86.75,2021,1,7,14.76,16.31,29.07,66.26,0,99.56,5.44
22.75,87.25,2021,1,7,15.11,16.02,28.92,66.69,0,100.38,5.64
22.75,87.75,2021,1,7,15.14,15.64,29.16,65.99,0,100.85,5.48
22.75,88.25,2021,1,7,14.98,15.44,29.64,64.64,0,101.04,4.78
23.25,82.25,2021,1,7,9.69,14.29,28.29,53.81,0,94.85,6.87
23.25,82.75,2021,1,7,10.52,14.22,27.76,57.45,0,94.84,6.41
23.25,83.25,2021,1,7,11.8,13.97,26.09,64.48,0,94.4,5.63
23.25,83.75,2021,1,7,12.76,13.57,24.52,71.53,0,93.52,4.97
23.25,84.25,2021,1,7,12.83,14.06,25.3,69.18,0,93.73,5.27
23.25,84.75,2021,1,7,12.65,14.67,26.52,65.39,0,94.28,5.48
23.25,85.25,2021,1,7,12.73,15.3,27.77,62.81,0,95.43,5.59
23.25,85.75,2021,1,7,13.29,15.84,28.63,62.91,0,96.99,5.55
23.25,86.25,2021,1,7,14.26,16.14,28.73,65.94,0,98.35,5.3
23.25,86.75,2021,1,7,14.89,16.4,28.69,66.89,0,99.35,5.78
23.25,87.25,2021,1,7,15.14,16.41,28.92,66.51,0,100.16,5.9
23.25,87.75,2021,1,7,15.11,16.3,29.28,65.36,0,100.69,5.51
23.25,88.25,2021,1,7,14.92,16.18,29.62,63.91,0,100.95,4.57
23.75,82.25,2021,1,7,9.43,13.83,27.93,54.34,0,95.47,6.41
23.75,82.75,2021,1,7,10.01,13.88,27.6,55.8,0,95.66,5.59
23.75,83.25,2021,1,7,11.14,14.23,26.59,59.57,0,95.91,4.59
23.75,83.75,2021,1,7,12.26,13.82,25.05,66.47,0,95.39,4.19
23.75,84.25,2021,1,7,12.35,14.17,25.79,65.19,0,95.45,4.33
23.75,84.75,2021,1,7,12.35,14.38,26.24,64.18,0,95.36,4.68
23.75,85.25,2021,1,7,12.69,14.69,26.62,64.53,0,95.79,5.26
23.75,85.75,2021,1,7,13.41,15.18,27.1,66.07,0,96.85,5.92
23.75,86.25,2021,1,7,14.16,15.74,27.74,67.34,0,98.09,6.31
23.75,86.75,2021,1,7,14.65,16.23,28.43,67.34,0,99.08,6.51
23.75,87.25,2021,1,7,14.88,16.52,29.05,66.39,0,99.88,6.27
23.75,87.75,2021,1,7,14.98,16.65,29.44,65.25,0,100.5,5.53
23.75,88.25,2021,1,7,15.04,16.7,29.5,64.57,0,100.9,4.39
24.25,82.25,2021,1,7,10.02,13.63,27.82,56.36,0,97.03,5.37
